timestamp,src,dst,protocol,smac,dmac,cs1,cs1Label
May 26 2018 08:28:41 UTC,128.143.188.123,115.215.223.9,tcp,a8:d0:e5:e0:d7:19,12:34:56:12:34:56,Backdoor.Zegost,sname
May 26 2018 08:28:41 UTC,128.143.188.123,115.215.223.9,tcp,a8:d0:e5:e0:d7:19,12:34:56:12:34:56,Backdoor.Zegost,sname
May 26 2018 08:28:41 UTC,128.143.188.123,115.215.223.9,tcp,a8:d0:e5:e0:d7:19,12:34:56:12:34:56,Backdoor.Zegost,sname
May 26 2018 08:28:41 UTC,128.143.188.123,115.215.223.9,tcp,a8:d0:e5:e0:d7:19,12:34:56:12:34:56,Backdoor.Zegost,sname
May 26 2018 14:20:32 UTC,128.143.188.120,203.205.151.50,tcp,a8:d0:e5:e0:d7:19,12:34:56:12:34:56,Trojan.Qzonit,sname
May 26 2018 14:20:32 UTC,128.143.188.120,203.205.151.50,tcp,a8:d0:e5:e0:d7:19,12:34:56:12:34:56,Trojan.Qzonit,sname
May 26 2018 14:22:10 UTC,128.143.188.120,203.205.151.50,tcp,a8:d0:e5:e0:d7:19,12:34:56:12:34:56,Trojan.Qzonit,sname
May 26 2018 14:22:10 UTC,128.143.188.120,203.205.151.50,tcp,a8:d0:e5:e0:d7:19,12:34:56:12:34:56,Trojan.Qzonit,sname
May 26 2018 14:29:46 UTC,128.143.188.120,203.205.151.50,tcp,a8:d0:e5:e0:d7:19,12:34:56:12:34:56,Trojan.Qzonit,sname
May 26 2018 14:29:46 UTC,128.143.188.120,203.205.151.50,tcp,a8:d0:e5:e0:d7:19,12:34:56:12:34:56,Trojan.Qzonit,sname
May 26 2018 14:33:17 UTC,128.143.188.120,203.205.151.50,tcp,a8:d0:e5:e0:d7:19,12:34:56:12:34:56,Trojan.Qzonit,sname
May 26 2018 14:33:17 UTC,128.143.188.120,203.205.151.50,tcp,a8:d0:e5:e0:d7:19,12:34:56:12:34:56,Trojan.Qzonit,sname
May 26 2018 14:35:01 UTC,128.143.188.120,203.205.151.50,tcp,a8:d0:e5:e0:d7:19,12:34:56:12:34:56,Trojan.Qzonit,sname
May 26 2018 14:35:01 UTC,128.143.188.120,203.205.151.50,tcp,a8:d0:e5:e0:d7:19,12:34:56:12:34:56,Trojan.Qzonit,sname
May 26 2018 14:54:00 UTC,128.143.188.120,203.205.151.50,tcp,a8:d0:e5:e0:d7:19,12:34:56:12:34:56,Trojan.Qzonit,sname
May 26 2018 14:54:00 UTC,128.143.188.120,203.205.151.50,tcp,a8:d0:e5:e0:d7:19,12:34:56:12:34:56,Trojan.Qzonit,sname
May 26 2018 14:57:30 UTC,128.143.188.120,203.205.151.50,tcp,a8:d0:e5:e0:d7:19,12:34:56:12:34:56,Trojan.Qzonit,sname
May 26 2018 14:57:30 UTC,128.143.188.120,203.205.151.50,tcp,a8:d0:e5:e0:d7:19,12:34:56:12:34:56,Trojan.Qzonit,sname
May 26 2018 14:59:15 UTC,128.143.188.120,203.205.151.50,tcp,a8:d0:e5:e0:d7:19,12:34:56:12:34:56,Trojan.Qzonit,sname
